station,magnitud,year,month,day,hour,value,validity,magnitude_id,sequence_id,origin_writer_id,publish_ts_ns,received_at
35,1,2026,3,7,3,3,V,1,329,pub-mag01,1778575626993425201,2026-05-12T08:47:06Z
35,6,2026,3,8,23,0.4,V,6,374,pub-mag06,1778575627114888103,2026-05-12T08:47:07Z
11,12,2026,3,7,1,18,V,12,335,pub-mag12,1778575627120947090,2026-05-12T08:47:07Z
35,1,2026,3,7,4,3,V,1,330,pub-mag01,1778575627169404491,2026-05-12T08:47:07Z
35,6,2026,3,8,24,0.3,V,6,375,pub-mag06,1778575627270920585,2026-05-12T08:47:07Z
11,12,2026,3,7,2,15,V,12,336,pub-mag12,1778575627297482823,2026-05-12T08:47:07Z
35,1,2026,3,7,5,3,V,1,331,pub-mag01,1778575627349428942,2026-05-12T08:47:07Z
35,6,2026,3,9,1,0.4,V,6,376,pub-mag06,1778575627433640737,2026-05-12T08:47:07Z
11,12,2026,3,7,3,3,V,12,337,pub-mag12,1778575627474707336,2026-05-12T08:47:07Z
35,1,2026,3,7,6,3,V,1,332,pub-mag01,1778575627525062134,2026-05-12T08:47:07Z
35,6,2026,3,9,2,0.4,V,6,377,pub-mag06,1778575627589248725,2026-05-12T08:47:07Z
11,12,2026,3,7,4,3,V,12,338,pub-mag12,1778575627651611106,2026-05-12T08:47:07Z
35,1,2026,3,7,7,3,V,1,333,pub-mag01,1778575627701236754,2026-05-12T08:47:07Z
35,6,2026,3,9,3,0.3,V,6,378,pub-mag06,1778575627745574909,2026-05-12T08:47:07Z
11,12,2026,3,7,5,3,V,12,339,pub-mag12,1778575627831254228,2026-05-12T08:47:07Z
35,1,2026,3,7,8,3,V,1,334,pub-mag01,1778575627893672673,2026-05-12T08:47:07Z
35,6,2026,3,9,4,0.3,V,6,379,pub-mag06,1778575627904414787,2026-05-12T08:47:07Z
11,12,2026,3,7,6,3,V,12,340,pub-mag12,1778575628007118223,2026-05-12T08:47:08Z
35,1,2026,3,7,9,4,V,1,335,pub-mag01,1778575628069909609,2026-05-12T08:47:08Z
35,6,2026,3,9,5,0.3,V,6,380,pub-mag06,1778575628069936499,2026-05-12T08:47:08Z
35,6,2026,3,9,6,0.3,V,6,381,pub-mag06,1778575628235448794,2026-05-12T08:47:08Z
11,12,2026,3,7,7,5,V,12,341,pub-mag12,1778575628239606062,2026-05-12T08:47:08Z
35,1,2026,3,7,10,3,V,1,336,pub-mag01,1778575628250002776,2026-05-12T08:47:08Z
35,6,2026,3,9,7,0.3,V,6,382,pub-mag06,1778575628393437917,2026-05-12T08:47:08Z
11,12,2026,3,7,8,8,V,12,342,pub-mag12,1778575628441342163,2026-05-12T08:47:08Z
35,1,2026,3,7,11,3,V,1,337,pub-mag01,1778575628511968576,2026-05-12T08:47:08Z
35,6,2026,3,9,8,0.3,V,6,383,pub-mag06,1778575628554868197,2026-05-12T08:47:08Z
11,12,2026,3,7,9,10,V,12,343,pub-mag12,1778575628625180006,2026-05-12T08:47:08Z
35,1,2026,3,7,12,3,V,1,338,pub-mag01,1778575628693600823,2026-05-12T08:47:08Z
35,6,2026,3,9,9,0.4,V,6,384,pub-mag06,1778575628739056882,2026-05-12T08:47:08Z
11,12,2026,3,7,10,19,V,12,344,pub-mag12,1778575628801328298,2026-05-12T08:47:08Z
35,1,2026,3,7,13,3,V,1,339,pub-mag01,1778575628869223908,2026-05-12T08:47:08Z
35,6,2026,3,9,10,0.5,V,6,385,pub-mag06,1778575628904104567,2026-05-12T08:47:08Z
11,12,2026,3,7,11,11,V,12,345,pub-mag12,1778575628979478215,2026-05-12T08:47:09Z
35,1,2026,3,7,14,4,V,1,340,pub-mag01,1778575629046375388,2026-05-12T08:47:09Z
35,6,2026,3,9,11,0.4,V,6,386,pub-mag06,1778575629096564351,2026-05-12T08:47:09Z
11,12,2026,3,7,12,13,V,12,346,pub-mag12,1778575629220761578,2026-05-12T08:47:09Z
35,1,2026,3,7,15,4,V,1,341,pub-mag01,1778575629222767859,2026-05-12T08:47:09Z
35,6,2026,3,9,12,0.4,V,6,387,pub-mag06,1778575629253701251,2026-05-12T08:47:09Z
11,12,2026,3,7,13,17,V,12,347,pub-mag12,1778575629396797331,2026-05-12T08:47:09Z
35,1,2026,3,7,16,4,V,1,342,pub-mag01,1778575629398574660,2026-05-12T08:47:09Z
35,6,2026,3,9,13,0.4,V,6,388,pub-mag06,1778575629409414229,2026-05-12T08:47:09Z
35,6,2026,3,9,14,0.3,V,6,389,pub-mag06,1778575629564979889,2026-05-12T08:47:09Z
11,12,2026,3,7,14,21,V,12,348,pub-mag12,1778575629574241796,2026-05-12T08:47:09Z
35,1,2026,3,7,17,4,V,1,343,pub-mag01,1778575629577972155,2026-05-12T08:47:09Z
35,6,2026,3,9,15,0.3,V,6,390,pub-mag06,1778575629723952500,2026-05-12T08:47:09Z
11,12,2026,3,7,15,15,V,12,349,pub-mag12,1778575629754063593,2026-05-12T08:47:09Z
35,1,2026,3,7,18,4,V,1,344,pub-mag01,1778575629754609478,2026-05-12T08:47:09Z
35,6,2026,3,9,16,0.3,V,6,391,pub-mag06,1778575629888893716,2026-05-12T08:47:09Z
11,12,2026,3,7,16,19,V,12,350,pub-mag12,1778575629929682147,2026-05-12T08:47:09Z
35,1,2026,3,7,19,4,V,1,345,pub-mag01,1778575629930514863,2026-05-12T08:47:09Z
35,6,2026,3,9,17,0.3,V,6,392,pub-mag06,1778575630045502600,2026-05-12T08:47:10Z
35,1,2026,3,7,20,3,V,1,346,pub-mag01,1778575630108812896,2026-05-12T08:47:10Z
11,12,2026,3,7,17,29,V,12,351,pub-mag12,1778575630141991184,2026-05-12T08:47:10Z
35,6,2026,3,9,18,0.3,V,6,393,pub-mag06,1778575630205056840,2026-05-12T08:47:10Z
35,1,2026,3,7,21,4,V,1,347,pub-mag01,1778575630286937575,2026-05-12T08:47:10Z
11,12,2026,3,7,18,29,V,12,352,pub-mag12,1778575630318163779,2026-05-12T08:47:10Z
35,6,2026,3,9,19,0.3,V,6,394,pub-mag06,1778575630364820216,2026-05-12T08:47:10Z
35,1,2026,3,7,22,3,V,1,348,pub-mag01,1778575630463033122,2026-05-12T08:47:10Z
11,12,2026,3,7,19,28,V,12,353,pub-mag12,1778575630494442688,2026-05-12T08:47:10Z
35,6,2026,3,9,20,0.3,V,6,395,pub-mag06,1778575630560489903,2026-05-12T08:47:10Z
35,1,2026,3,7,23,3,V,1,349,pub-mag01,1778575630638782471,2026-05-12T08:47:10Z
11,12,2026,3,7,20,47,V,12,354,pub-mag12,1778575630676778756,2026-05-12T08:47:10Z
35,6,2026,3,9,21,0.3,V,6,396,pub-mag06,1778575630726869356,2026-05-12T08:47:10Z
35,1,2026,3,7,24,3,V,1,350,pub-mag01,1778575630820790231,2026-05-12T08:47:10Z
35,6,2026,3,9,22,0.3,V,6,397,pub-mag06,1778575630896855489,2026-05-12T08:47:10Z
11,12,2026,3,7,21,35,V,12,355,pub-mag12,1778575630911547917,2026-05-12T08:47:10Z
35,1,2026,3,8,1,3,V,1,351,pub-mag01,1778575630996830830,2026-05-12T08:47:10Z
35,6,2026,3,9,23,0.3,V,6,398,pub-mag06,1778575631054580131,2026-05-12T08:47:11Z
11,12,2026,3,7,22,25,V,12,356,pub-mag12,1778575631091034430,2026-05-12T08:47:11Z
35,1,2026,3,8,2,3,V,1,352,pub-mag01,1778575631172458775,2026-05-12T08:47:11Z
35,6,2026,3,9,24,0.3,V,6,399,pub-mag06,1778575631212203905,2026-05-12T08:47:11Z
11,12,2026,3,7,23,16,V,12,357,pub-mag12,1778575631270173056,2026-05-12T08:47:11Z
35,6,2026,3,10,1,0.2,V,6,400,pub-mag06,1778575631370158343,2026-05-12T08:47:11Z
35,1,2026,3,8,3,3,V,1,353,pub-mag01,1778575631374822795,2026-05-12T08:47:11Z
11,12,2026,3,7,24,13,V,12,358,pub-mag12,1778575631448633627,2026-05-12T08:47:11Z
35,1,2026,3,8,4,3,V,1,354,pub-mag01,1778575631550533096,2026-05-12T08:47:11Z
35,6,2026,3,10,2,0.3,V,6,401,pub-mag06,1778575631550385402,2026-05-12T08:47:11Z
11,12,2026,3,8,1,10,V,12,359,pub-mag12,1778575631625393975,2026-05-12T08:47:11Z
35,6,2026,3,10,3,0.3,V,6,402,pub-mag06,1778575631711429016,2026-05-12T08:47:11Z
35,1,2026,3,8,5,3,V,1,355,pub-mag01,1778575631726484583,2026-05-12T08:47:11Z
11,12,2026,3,8,2,16,V,12,360,pub-mag12,1778575631802749463,2026-05-12T08:47:11Z
35,6,2026,3,10,4,0.2,V,6,403,pub-mag06,1778575631867454689,2026-05-12T08:47:11Z
35,1,2026,3,8,6,3,V,1,356,pub-mag01,1778575631902504349,2026-05-12T08:47:11Z
11,12,2026,3,8,3,6,V,12,361,pub-mag12,1778575631980082951,2026-05-12T08:47:11Z
35,6,2026,3,10,5,0.3,V,6,404,pub-mag06,1778575632024942754,2026-05-12T08:47:12Z
35,1,2026,3,8,7,3,V,1,357,pub-mag01,1778575632082947567,2026-05-12T08:47:12Z
35,6,2026,3,10,6,0.2,V,6,405,pub-mag06,1778575632184787672,2026-05-12T08:47:12Z
11,12,2026,3,8,4,4,V,12,362,pub-mag12,1778575632215556194,2026-05-12T08:47:12Z
35,1,2026,3,8,8,3,V,1,358,pub-mag01,1778575632259871125,2026-05-12T08:47:12Z
35,6,2026,3,10,7,0.2,V,6,406,pub-mag06,1778575632377974047,2026-05-12T08:47:12Z
11,12,2026,3,8,5,4,V,12,363,pub-mag12,1778575632408541701,2026-05-12T08:47:12Z
35,1,2026,3,8,9,3,V,1,359,pub-mag01,1778575632439544684,2026-05-12T08:47:12Z
35,6,2026,3,10,8,0.3,V,6,407,pub-mag06,1778575632533613491,2026-05-12T08:47:12Z
11,12,2026,3,8,6,5,V,12,364,pub-mag12,1778575632585505428,2026-05-12T08:47:12Z
35,1,2026,3,8,10,3,V,1,360,pub-mag01,1778575632673758086,2026-05-12T08:47:12Z
35,6,2026,3,10,9,0.3,V,6,408,pub-mag06,1778575632689689108,2026-05-12T08:47:12Z
11,12,2026,3,8,7,5,V,12,365,pub-mag12,1778575632789543431,2026-05-12T08:47:12Z
35,6,2026,3,10,10,0.4,V,6,409,pub-mag06,1778575632852034100,2026-05-12T08:47:12Z
35,1,2026,3,8,11,3,V,1,361,pub-mag01,1778575632862029392,2026-05-12T08:47:12Z
11,12,2026,3,8,8,10,V,12,366,pub-mag12,1778575632965309270,2026-05-12T08:47:12Z
35,6,2026,3,10,11,0.3,V,6,410,pub-mag06,1778575633023125958,2026-05-12T08:47:13Z
35,1,2026,3,8,12,3,V,1,362,pub-mag01,1778575633046564115,2026-05-12T08:47:13Z
11,12,2026,3,8,9,13,V,12,367,pub-mag12,1778575633145402275,2026-05-12T08:47:13Z
35,6,2026,3,10,12,0.4,V,6,411,pub-mag06,1778575633199662665,2026-05-12T08:47:13Z
35,1,2026,3,8,13,3,V,1,363,pub-mag01,1778575633236787969,2026-05-12T08:47:13Z
35,6,2026,3,10,13,0.4,V,6,412,pub-mag06,1778575633355593134,2026-05-12T08:47:13Z
11,12,2026,3,8,10,19,V,12,368,pub-mag12,1778575633356336610,2026-05-12T08:47:13Z
35,1,2026,3,8,14,3,V,1,364,pub-mag01,1778575633413029858,2026-05-12T08:47:13Z
11,12,2026,3,8,11,18,V,12,369,pub-mag12,1778575633547415038,2026-05-12T08:47:13Z
35,6,2026,3,10,14,0.4,V,6,413,pub-mag06,1778575633577869729,2026-05-12T08:47:13Z
35,1,2026,3,8,15,3,V,1,365,pub-mag01,1778575633595124997,2026-05-12T08:47:13Z
35,6,2026,3,10,15,0.4,V,6,414,pub-mag06,1778575633754084378,2026-05-12T08:47:13Z
35,1,2026,3,8,16,3,V,1,366,pub-mag01,1778575633834447897,2026-05-12T08:47:13Z
11,12,2026,3,8,12,17,V,12,370,pub-mag12,1778575633868339884,2026-05-12T08:47:13Z
35,6,2026,3,10,16,0.3,V,6,415,pub-mag06,1778575633932576148,2026-05-12T08:47:13Z
35,1,2026,3,8,17,3,V,1,367,pub-mag01,1778575634018110317,2026-05-12T08:47:14Z
11,12,2026,3,8,13,22,V,12,371,pub-mag12,1778575634046305510,2026-05-12T08:47:14Z
35,6,2026,3,10,17,0.4,V,6,416,pub-mag06,1778575634097212874,2026-05-12T08:47:14Z
35,1,2026,3,8,18,3,V,1,368,pub-mag01,1778575634208887352,2026-05-12T08:47:14Z
11,12,2026,3,8,14,21,V,12,372,pub-mag12,1778575634228350084,2026-05-12T08:47:14Z
35,6,2026,3,10,18,0.4,V,6,417,pub-mag06,1778575634277558817,2026-05-12T08:47:14Z
35,1,2026,3,8,19,3,V,1,369,pub-mag01,1778575634388570546,2026-05-12T08:47:14Z
11,12,2026,3,8,15,17,V,12,373,pub-mag12,1778575634443822302,2026-05-12T08:47:14Z
35,6,2026,3,10,19,0.4,V,6,418,pub-mag06,1778575634481112863,2026-05-12T08:47:14Z
35,1,2026,3,8,20,3,V,1,370,pub-mag01,1778575634565594558,2026-05-12T08:47:14Z
11,12,2026,3,8,16,25,V,12,374,pub-mag12,1778575634622391030,2026-05-12T08:47:14Z
35,6,2026,3,10,20,0.5,V,6,419,pub-mag06,1778575634637496525,2026-05-12T08:47:14Z
35,1,2026,3,8,21,3,V,1,371,pub-mag01,1778575634754314217,2026-05-12T08:47:14Z
11,12,2026,3,8,17,18,V,12,375,pub-mag12,1778575634807697186,2026-05-12T08:47:14Z
35,6,2026,3,10,21,0.5,V,6,420,pub-mag06,1778575634813625720,2026-05-12T08:47:14Z
35,1,2026,3,8,22,4,V,1,372,pub-mag01,1778575634955908475,2026-05-12T08:47:14Z
11,12,2026,3,8,18,25,V,12,376,pub-mag12,1778575634986889673,2026-05-12T08:47:14Z
35,6,2026,3,10,22,0.5,V,6,421,pub-mag06,1778575634974584850,2026-05-12T08:47:14Z
35,1,2026,3,8,23,3,V,1,373,pub-mag01,1778575635145183206,2026-05-12T08:47:15Z
35,6,2026,3,10,23,0.5,V,6,422,pub-mag06,1778575635145721420,2026-05-12T08:47:15Z
11,12,2026,3,8,19,15,V,12,377,pub-mag12,1778575635163367214,2026-05-12T08:47:15Z
35,1,2026,3,8,24,3,V,1,374,pub-mag01,1778575635323660998,2026-05-12T08:47:15Z
11,12,2026,3,8,20,18,V,12,378,pub-mag12,1778575635340101141,2026-05-12T08:47:15Z
35,6,2026,3,10,24,0.5,V,6,423,pub-mag06,1778575635327402283,2026-05-12T08:47:15Z
35,1,2026,3,9,1,3,V,1,375,pub-mag01,1778575635500134231,2026-05-12T08:47:15Z
11,12,2026,3,8,21,24,V,12,379,pub-mag12,1778575635515886250,2026-05-12T08:47:15Z
35,6,2026,3,11,1,0.4,V,6,424,pub-mag06,1778575635549319561,2026-05-12T08:47:15Z
35,1,2026,3,9,2,2,V,1,376,pub-mag01,1778575635677819353,2026-05-12T08:47:15Z
11,12,2026,3,8,22,42,V,12,380,pub-mag12,1778575635697801903,2026-05-12T08:47:15Z
35,6,2026,3,11,2,0.4,V,6,425,pub-mag06,1778575635705249439,2026-05-12T08:47:15Z
35,6,2026,3,11,3,0.4,V,6,426,pub-mag06,1778575635869918873,2026-05-12T08:47:15Z
35,1,2026,3,9,3,3,V,1,377,pub-mag01,1778575635873121293,2026-05-12T08:47:15Z
11,12,2026,3,8,23,51,V,12,381,pub-mag12,1778575635889006141,2026-05-12T08:47:15Z
35,6,2026,3,11,4,0.5,V,6,427,pub-mag06,1778575636026786390,2026-05-12T08:47:16Z
35,1,2026,3,9,4,3,V,1,378,pub-mag01,1778575636054739851,2026-05-12T08:47:16Z
11,12,2026,3,8,24,53,V,12,382,pub-mag12,1778575636067280683,2026-05-12T08:47:16Z
35,6,2026,3,11,5,0.3,V,6,428,pub-mag06,1778575636183190313,2026-05-12T08:47:16Z
35,1,2026,3,9,5,3,V,1,379,pub-mag01,1778575636234494145,2026-05-12T08:47:16Z
11,12,2026,3,9,1,52,V,12,383,pub-mag12,1778575636243204721,2026-05-12T08:47:16Z
35,6,2026,3,11,6,0.4,V,6,429,pub-mag06,1778575636338809602,2026-05-12T08:47:16Z
35,1,2026,3,9,6,3,V,1,380,pub-mag01,1778575636417013742,2026-05-12T08:47:16Z
11,12,2026,3,9,2,47,V,12,384,pub-mag12,1778575636418936132,2026-05-12T08:47:16Z
35,6,2026,3,11,7,0.4,V,6,430,pub-mag06,1778575636494556298,2026-05-12T08:47:16Z
35,1,2026,3,9,7,3,V,1,381,pub-mag01,1778575636594064434,2026-05-12T08:47:16Z
11,12,2026,3,9,3,39,V,12,385,pub-mag12,1778575636604578852,2026-05-12T08:47:16Z
35,6,2026,3,11,8,0.5,V,6,431,pub-mag06,1778575636662511670,2026-05-12T08:47:16Z
35,1,2026,3,9,8,3,V,1,382,pub-mag01,1778575636770176283,2026-05-12T08:47:16Z
11,12,2026,3,9,4,42,V,12,386,pub-mag12,1778575636797020621,2026-05-12T08:47:16Z
35,6,2026,3,11,9,0.6,V,6,432,pub-mag06,1778575636819882094,2026-05-12T08:47:16Z
11,12,2026,3,9,5,20,V,12,387,pub-mag12,1778575636974568108,2026-05-12T08:47:16Z
35,1,2026,3,9,9,3,V,1,383,pub-mag01,1778575636953161803,2026-05-12T08:47:16Z
35,6,2026,3,11,10,0.7,V,6,433,pub-mag06,1778575636978384325,2026-05-12T08:47:16Z
35,6,2026,3,11,11,0.5,V,6,434,pub-mag06,1778575637143319965,2026-05-12T08:47:17Z
11,12,2026,3,9,6,16,V,12,388,pub-mag12,1778575637151175032,2026-05-12T08:47:17Z
35,1,2026,3,9,10,4,V,1,384,pub-mag01,1778575637152698556,2026-05-12T08:47:17Z
35,6,2026,3,11,12,0.4,V,6,435,pub-mag06,1778575637303277059,2026-05-12T08:47:17Z
11,12,2026,3,9,7,23,V,12,389,pub-mag12,1778575637327173005,2026-05-12T08:47:17Z
35,1,2026,3,9,11,3,V,1,385,pub-mag01,1778575637330584606,2026-05-12T08:47:17Z
35,6,2026,3,11,13,0.5,V,6,436,pub-mag06,1778575637460851880,2026-05-12T08:47:17Z
11,12,2026,3,9,8,37,V,12,390,pub-mag12,1778575637503973680,2026-05-12T08:47:17Z
35,1,2026,3,9,12,4,V,1,386,pub-mag01,1778575637507317012,2026-05-12T08:47:17Z
35,6,2026,3,11,14,0.5,V,6,437,pub-mag06,1778575637618093507,2026-05-12T08:47:17Z
11,12,2026,3,9,9,50,V,12,391,pub-mag12,1778575637686821312,2026-05-12T08:47:17Z
35,1,2026,3,9,13,3,V,1,387,pub-mag01,1778575637687906781,2026-05-12T08:47:17Z
35,6,2026,3,11,15,0.4,V,6,438,pub-mag06,1778575637774127705,2026-05-12T08:47:17Z
11,12,2026,3,9,10,69,V,12,392,pub-mag12,1778575637863295978,2026-05-12T08:47:17Z
35,1,2026,3,9,14,3,V,1,388,pub-mag01,1778575637864128181,2026-05-12T08:47:17Z
35,6,2026,3,11,16,0.4,V,6,439,pub-mag06,1778575637931789796,2026-05-12T08:47:17Z
11,12,2026,3,9,11,63,V,12,393,pub-mag12,1778575638039318106,2026-05-12T08:47:18Z
35,1,2026,3,9,15,4,V,1,389,pub-mag01,1778575638047898515,2026-05-12T08:47:18Z
35,6,2026,3,11,17,0.5,V,6,440,pub-mag06,1778575638156783303,2026-05-12T08:47:18Z
35,1,2026,3,9,16,4,V,1,390,pub-mag01,1778575638226465558,2026-05-12T08:47:18Z
11,12,2026,3,9,12,56,V,12,394,pub-mag12,1778575638225092235,2026-05-12T08:47:18Z
35,6,2026,3,11,18,0.5,V,6,441,pub-mag06,1778575638317862880,2026-05-12T08:47:18Z
35,1,2026,3,9,17,3,V,1,391,pub-mag01,1778575638407358999,2026-05-12T08:47:18Z
11,12,2026,3,9,13,48,V,12,395,pub-mag12,1778575638417235197,2026-05-12T08:47:18Z
35,6,2026,3,11,19,0.4,V,6,442,pub-mag06,1778575638473431590,2026-05-12T08:47:18Z
35,1,2026,3,9,18,3,V,1,392,pub-mag01,1778575638584663991,2026-05-12T08:47:18Z
11,12,2026,3,9,14,64,V,12,396,pub-mag12,1778575638593177714,2026-05-12T08:47:18Z
35,6,2026,3,11,20,0.5,V,6,443,pub-mag06,1778575638632609786,2026-05-12T08:47:18Z
35,1,2026,3,9,19,3,V,1,393,pub-mag01,1778575638761717648,2026-05-12T08:47:18Z
11,12,2026,3,9,15,45,V,12,397,pub-mag12,1778575638795233500,2026-05-12T08:47:18Z
35,6,2026,3,11,21,0.5,V,6,444,pub-mag06,1778575638801788225,2026-05-12T08:47:18Z
35,1,2026,3,9,20,3,V,1,394,pub-mag01,1778575638945481200,2026-05-12T08:47:18Z
35,6,2026,3,11,22,0.7,V,6,445,pub-mag06,1778575638972234581,2026-05-12T08:47:18Z
11,12,2026,3,9,16,28,V,12,398,pub-mag12,1778575639030718042,2026-05-12T08:47:19Z
35,1,2026,3,9,21,3,V,1,395,pub-mag01,1778575639125055814,2026-05-12T08:47:19Z
35,6,2026,3,11,23,0.6,V,6,446,pub-mag06,1778575639129312044,2026-05-12T08:47:19Z
11,12,2026,3,9,17,42,V,12,399,pub-mag12,1778575639211313632,2026-05-12T08:47:19Z
35,6,2026,3,11,24,0.6,V,6,447,pub-mag06,1778575639286654727,2026-05-12T08:47:19Z
35,1,2026,3,9,22,3,V,1,396,pub-mag01,1778575639300837849,2026-05-12T08:47:19Z
11,12,2026,3,9,18,73,V,12,400,pub-mag12,1778575639390222805,2026-05-12T08:47:19Z
35,6,2026,3,12,1,0.4,V,6,448,pub-mag06,1778575639443935648,2026-05-12T08:47:19Z
35,1,2026,3,9,23,3,V,1,397,pub-mag01,1778575639478785600,2026-05-12T08:47:19Z
11,12,2026,3,9,19,58,V,12,401,pub-mag12,1778575639568339738,2026-05-12T08:47:19Z
35,6,2026,3,12,2,0.3,V,6,449,pub-mag06,1778575639634584044,2026-05-12T08:47:19Z
35,1,2026,3,9,24,3,V,1,398,pub-mag01,1778575639655088419,2026-05-12T08:47:19Z
11,12,2026,3,9,20,59,V,12,402,pub-mag12,1778575639784931538,2026-05-12T08:47:19Z
35,6,2026,3,12,3,0.4,V,6,450,pub-mag06,1778575639792398136,2026-05-12T08:47:19Z
35,1,2026,3,10,1,3,V,1,399,pub-mag01,1778575639869300103,2026-05-12T08:47:19Z
35,6,2026,3,12,4,0.4,V,6,451,pub-mag06,1778575639950539945,2026-05-12T08:47:19Z
11,12,2026,3,9,21,28,V,12,403,pub-mag12,1778575639960663208,2026-05-12T08:47:19Z
35,1,2026,3,10,2,3,V,1,400,pub-mag01,1778575640045211176,2026-05-12T08:47:20Z
35,6,2026,3,12,5,0.4,V,6,452,pub-mag06,1778575640116827034,2026-05-12T08:47:20Z
11,12,2026,3,9,22,23,V,12,404,pub-mag12,1778575640136766549,2026-05-12T08:47:20Z
35,1,2026,3,10,3,3,V,1,401,pub-mag01,1778575640232216689,2026-05-12T08:47:20Z
35,6,2026,3,12,6,0.3,V,6,453,pub-mag06,1778575640277861553,2026-05-12T08:47:20Z
11,12,2026,3,9,23,15,V,12,405,pub-mag12,1778575640315165009,2026-05-12T08:47:20Z
35,1,2026,3,10,4,3,V,1,402,pub-mag01,1778575640408471364,2026-05-12T08:47:20Z
35,6,2026,3,12,7,0.3,V,6,454,pub-mag06,1778575640434002475,2026-05-12T08:47:20Z
11,12,2026,3,9,24,8,V,12,406,pub-mag12,1778575640491802957,2026-05-12T08:47:20Z
35,1,2026,3,10,5,3,V,1,403,pub-mag01,1778575640584295348,2026-05-12T08:47:20Z
35,6,2026,3,12,8,0.4,V,6,455,pub-mag06,1778575640590269572,2026-05-12T08:47:20Z
11,12,2026,3,10,1,9,V,12,407,pub-mag12,1778575640668030696,2026-05-12T08:47:20Z
35,6,2026,3,12,9,0.4,V,6,456,pub-mag06,1778575640750385222,2026-05-12T08:47:20Z
35,1,2026,3,10,6,3,V,1,404,pub-mag01,1778575640760514473,2026-05-12T08:47:20Z
11,12,2026,3,10,2,9,V,12,408,pub-mag12,1778575640845502403,2026-05-12T08:47:20Z
35,6,2026,3,12,10,0.5,V,6,457,pub-mag06,1778575640906426462,2026-05-12T08:47:20Z
35,1,2026,3,10,7,3,V,1,405,pub-mag01,1778575640938600481,2026-05-12T08:47:20Z
11,12,2026,3,10,3,11,V,12,409,pub-mag12,1778575641021972127,2026-05-12T08:47:21Z
35,6,2026,3,12,11,0.6,V,6,458,pub-mag06,1778575641064962668,2026-05-12T08:47:21Z
35,1,2026,3,10,8,3,V,1,406,pub-mag01,1778575641116487054,2026-05-12T08:47:21Z
11,12,2026,3,10,4,9,V,12,410,pub-mag12,1778575641211602210,2026-05-12T08:47:21Z
35,6,2026,3,12,12,0.4,V,6,459,pub-mag06,1778575641223498906,2026-05-12T08:47:21Z
35,1,2026,3,10,9,3,V,1,407,pub-mag01,1778575641295174456,2026-05-12T08:47:21Z
35,6,2026,3,12,13,0.3,V,6,460,pub-mag06,1778575641382491666,2026-05-12T08:47:21Z
11,12,2026,3,10,5,7,V,12,411,pub-mag12,1778575641389853340,2026-05-12T08:47:21Z
35,1,2026,3,10,10,3,V,1,408,pub-mag01,1778575641472777308,2026-05-12T08:47:21Z
35,6,2026,3,12,14,0.3,V,6,461,pub-mag06,1778575641538290386,2026-05-12T08:47:21Z
11,12,2026,3,10,6,6,V,12,412,pub-mag12,1778575641565445145,2026-05-12T08:47:21Z
35,1,2026,3,10,11,3,V,1,409,pub-mag01,1778575641648351203,2026-05-12T08:47:21Z
35,6,2026,3,12,15,0.3,V,6,462,pub-mag06,1778575641693870881,2026-05-12T08:47:21Z
11,12,2026,3,10,7,13,V,12,413,pub-mag12,1778575641741420564,2026-05-12T08:47:21Z
35,1,2026,3,10,12,4,V,1,410,pub-mag01,1778575641824546986,2026-05-12T08:47:21Z
35,6,2026,3,12,16,0.3,V,6,463,pub-mag06,1778575641849544982,2026-05-12T08:47:21Z
11,12,2026,3,10,8,49,V,12,414,pub-mag12,1778575641921988659,2026-05-12T08:47:21Z
35,1,2026,3,10,13,3,V,1,411,pub-mag01,1778575642002492855,2026-05-12T08:47:22Z
35,6,2026,3,12,17,0.3,V,6,464,pub-mag06,1778575642005509578,2026-05-12T08:47:22Z
11,12,2026,3,10,9,30,V,12,415,pub-mag12,1778575642121311705,2026-05-12T08:47:22Z
35,6,2026,3,12,18,0.3,V,6,465,pub-mag06,1778575642163222352,2026-05-12T08:47:22Z
35,1,2026,3,10,14,3,V,1,412,pub-mag01,1778575642179816650,2026-05-12T08:47:22Z
11,12,2026,3,10,10,32,V,12,416,pub-mag12,1778575642299302959,2026-05-12T08:47:22Z
35,6,2026,3,12,19,0.3,V,6,466,pub-mag06,1778575642318795333,2026-05-12T08:47:22Z
35,1,2026,3,10,15,3,V,1,413,pub-mag01,1778575642355432949,2026-05-12T08:47:22Z
35,6,2026,3,12,20,0.4,V,6,467,pub-mag06,1778575642474751501,2026-05-12T08:47:22Z
11,12,2026,3,10,11,43,V,12,417,pub-mag12,1778575642479367350,2026-05-12T08:47:22Z
35,1,2026,3,10,16,4,V,1,414,pub-mag01,1778575642531082046,2026-05-12T08:47:22Z
35,6,2026,3,12,21,0.4,V,6,468,pub-mag06,1778575642634440497,2026-05-12T08:47:22Z
11,12,2026,3,10,12,63,V,12,418,pub-mag12,1778575642659926170,2026-05-12T08:47:22Z
35,1,2026,3,10,17,4,V,1,415,pub-mag01,1778575642709363936,2026-05-12T08:47:22Z
35,6,2026,3,12,22,0.5,V,6,469,pub-mag06,1778575642789794668,2026-05-12T08:47:22Z
11,12,2026,3,10,13,28,V,12,419,pub-mag12,1778575642836373171,2026-05-12T08:47:22Z
35,1,2026,3,10,18,4,V,1,416,pub-mag01,1778575642886043456,2026-05-12T08:47:22Z
